,ID,Date,User,Tweet,HashTags,Likes,Retweets,MentionUsers,LocationCoordinates,clean_Tweet,NLTK_Sentiment_Analysis,TextBlob_Sentiment_Analysis,Compound_Sentiment_Score,Positive_Sentiment
603,1561131351402811395,2022-08-20 23:21:33+00:00,James_Byrd904,"Trevor will settle down by this next series. Just a little too much on these passes.
#Jaguars",['Jaguars'],1,0,,,trevor settle next series little much passes,0.0,0.00416666666666667,0.00416666666666667,True
604,1561131306049740807,2022-08-20 23:21:22+00:00,clayharbs82,Trevor’s gotta make that 3rd down throw to Christian Kirk. That should be an easy pitch and catch. #Jaguars,['Jaguars'],38,1,,"Coordinates(longitude=-85.751406, latitude=42.883679)",trevor gotta make 3rd throw christian kirk easy pitch catch,0.4404,0.14444444444444446,0.5848444444444445,True
606,1561131189703806977,2022-08-20 23:20:54+00:00,ebalcita,Cheering on our cheerleader!  #duuuval @carolinebalcita @roarofthejags @ TIAA Bank Field-Home of Jacksonville Jaguars https://t.co/39afypPnNL,['duuuval'],1,0,"[User(username='CarolineBalcita', id=789564899831713792, displayname='caroline balcita', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ROARoftheJags', id=450853660, displayname='Jacksonville Jaguars Cheerleaders', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-81.63723625, latitude=30.32402234)",cheering cheerleader tiaa bank field home jacksonville jaguars,0.6369,0.0,0.6369,True
607,1561131170934525954,2022-08-20 23:20:50+00:00,MainManPlan,Find me a freaking kicker. Lord. Just make your kicks. #Jaguars,['Jaguars'],1,0,,,find freaking kicker lord make kicks,-0.4215,0.0,-0.4215,False
608,1561131166165516289,2022-08-20 23:20:49+00:00,Demetrius82,"#Jaguars kicker Ryan Santoso misses wide right, it wasn't particularly close and was low. He's the lone kicker on the roster right now with Elliott Fry waived/injured last week. 

Jax - 0 
Pitt - 0 

9:31 first quarter.",['Jaguars'],13,0,,,kicker ryan santoso misses wide right wasnt particularly close low hes lone kicker roster right elliott fry waived injured last week jax 0 pitt 0 9 31 first quarter,-0.569,0.1268707482993197,-0.44212925170068024,False
610,1561131127989014530,2022-08-20 23:20:39+00:00,SteeIerNation,The #Jaguars miss a field goal. #Steelers coming back out,"['Jaguars', 'Steelers']",57,2,,,miss field goal coming back,-0.1531,0.0,-0.1531,False
612,1561131002046648320,2022-08-20 23:20:09+00:00,RealMBB,"Tyson Alualu is in his 13th professional season. So happy for him. It might not have worked out as planned in JAX, but damn he’s still at it. #Jaguars",['Jaguars'],3,0,,,tyson alualu 13th professional season happy might worked planned jax damn still,0.25,0.3,0.55,True
615,1561130881611341826,2022-08-20 23:19:41+00:00,NFLDraftSi,"Christian Kirk with his first reception as  a Jaguar. Lawrence goes right back to him deep, overthrowns him.

More aggression from Yrevor is a theme of the last two preseason games.

#PITvsJAX #Jaguars #DUUUVAL","['PITvsJAX', 'Jaguars', 'DUUUVAL']",0,0,,,christian kirk first reception jaguar lawrence goes right back deep overthrowns aggression yrevor theme last two preseason games,-0.296,0.08928571428571429,-0.20671428571428568,False
616,1561130791106748416,2022-08-20 23:19:19+00:00,Demetrius82,"There he goes. #Jaguars WR/return specialist Jamal Agnew gets his first action since going on IR last year due to a hip injury. Gain of 6 on the play, was a screen.",['Jaguars'],20,0,,,goes wr return specialist jamal agnew gets first action since going ir last year due hip injury gain 6 play screen,0.4588,0.056249999999999994,0.51505,True
618,1561130647518846979,2022-08-20 23:18:45+00:00,duvalmafia,Christian Kirk with his first catch as a Jaguar goes for a first down. #DUUUVAL,['DUUUVAL'],3,0,,,christian kirk first catch jaguar goes first,0.0,0.16666666666666666,0.16666666666666666,True
621,1561130450340528129,2022-08-20 23:17:58+00:00,Demetrius82,First catch of Christian Kirk's #Jaguars career (preseason). Gain of 13 and a first down from Trevor Lawrence to Kirk.,['Jaguars'],26,1,,,first catch christian kirks career preseason gain 13 first trevor lawrence kirk,0.5267,0.16666666666666666,0.6933666666666666,True
622,1561130382778679296,2022-08-20 23:17:42+00:00,MainManPlan,"ETN cuts the 10 to 5, 3rd and 5 #Jaguars",['Jaguars'],1,0,,,etn cuts 10 5 3rd 5,-0.296,0.0,-0.296,False
625,1561130014145396739,2022-08-20 23:16:14+00:00,Demetrius82,"Doink. #Jaguars hold the Steelers to 0 points after their field-goal attempt. Off the left upright. 

Offense now out there, including Christian Kirk, who is making his official preseason debut with Jacksonville.",['Jaguars'],19,0,,,doink hold steelers 0 points field goal attempt left upright offense including christian kirk making official preseason debut jacksonville,-0.25,0.0,-0.25,False
631,1561129912483856394,2022-08-20 23:15:50+00:00,OrdinaryMofo,2 completely blown holding calls by the refs...... Can't buy a 🚩tonight!  #Duval #dtwd #Jaguars #jagsfan #904,"['Duval', 'dtwd', 'Jaguars', 'jagsfan']",0,0,,,2 completely blown holding calls refs cant buy tonight,0.0,0.1,0.1,True
633,1561129745709948937,2022-08-20 23:15:10+00:00,1010XLLauren,You can tell the #Jaguars defense has focused on creating takeaways - Chad Muma with a beautiful effort and almost had the pick,['Jaguars'],14,3,,,tell defense focused creating takeaways chad muma beautiful effort almost pick,0.8481,0.85,1.6981,True
634,1561129704543092736,2022-08-20 23:15:00+00:00,leewatson904,"Love the pressure, but touch that QB come on #Jaguars #DUUUVAL","['Jaguars', 'DUUUVAL']",0,0,,"Coordinates(longitude=-87.634643, latitude=24.396308)",love pressure touch qb come,0.4588,0.5,0.9588,True
635,1561129644526649344,2022-08-20 23:14:46+00:00,GeneFrenette,"First, Trubisky was almost sacked by 3 different #Jaguars, then pass downfield goes off hands of receiver Diontae Johnson and LB Muma makes diving interception along sideline.",['Jaguars'],5,2,,,first trubisky almost sacked 3 different pass downfield goes hands receiver diontae johnson lb muma makes diving interception along sideline,0.0772,0.125,0.2022,True
637,1561129576972972033,2022-08-20 23:14:30+00:00,drewmoe32,LADIES AND GENTLEMEN THE JAGUARS ARE NOT TO BE MESSED WITH THIS YEAR. THIS DEFENSE IS GOOD. LFG!!! #DUUUVAL,['DUUUVAL'],0,0,,,ladies gentlemen jaguars messed year defense good lfg,0.25,0.7,0.95,True
638,1561129545209507840,2022-08-20 23:14:22+00:00,andrewhitson,Jags creating pressure every play. Didn’t get home but it will eventually. I like it. #Jaguars,['Jaguars'],1,0,,,jags creating pressure every play get home eventually like,0.5994,0.0,0.5994,True
639,1561129543804542977,2022-08-20 23:14:22+00:00,NFLDraftSi,"The #Jaguars front seven has distressed the #Steelers o-line this first series without, without quite getting home so far.

If that stands, that's an incredible pick by Muma. @ojhodgkinson will approve.

#DUUUVAL #PITvsJAX","['Jaguars', 'Steelers', 'DUUUVAL', 'PITvsJAX']",4,0,"[User(username='ojhodgkinson', id=989550595, displayname='Oliver Hodgkinson', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,front seven distressed line first series without without quite getting home far stands thats incredible pick muma approve,-0.4215,0.4166666666666667,-0.004833333333333301,False
641,1561129414427119616,2022-08-20 23:13:51+00:00,MiaOBrienTV,"Whether this INT holds or not: you’re seeing Muma’s sideline-to-sideline ability + athleticism and that is #good 

#Jaguars","['good', 'Jaguars']",73,3,,,whether int holds seeing muma sideline sideline ability athleticism,0.3182,0.0,0.3182,True
642,1561129340238274560,2022-08-20 23:13:33+00:00,MainManPlan,Why we making Trubisky look like Brunell in 96 #Jaguars,['Jaguars'],0,0,,,making trubisky look like brunell 96,0.3612,0.0,0.3612,True
644,1561129266095562755,2022-08-20 23:13:16+00:00,Demetrius82,"They call it an interception for #Jaguars rookie LB Chad Muma. But, it's under review. He looked like he might have dragged the toe, but might have been out of bounds.",['Jaguars'],26,0,,,call interception rookie lb chad muma review looked like might dragged toe might bounds,0.3182,0.0,0.3182,True
645,1561129227151450117,2022-08-20 23:13:06+00:00,RealMBB,That's a pick. I swear Muma had his feet in. #Jaguars,['Jaguars'],3,0,,,thats pick swear muma feet,-0.0516,0.0,-0.0516,False
647,1561129174097698818,2022-08-20 23:12:54+00:00,CFreemanJAX,"Sometimes, failing to sack the QB pays off in the long run (pending review).

#Jaguars",['Jaguars'],4,0,,,sometimes failing sack qb pays long run pending review,-0.5106,-0.05,-0.5606000000000001,False
650,1561129043499663361,2022-08-20 23:12:23+00:00,Juji0815,Another amazing birthday celebration on the field @TIAABankField!  Can’t thank @SteelersPRBurt enough for such a fun time on the field!! Always a great time @Jaguars vs @steelers #DUUUVAL @KMartin1321 @BillyDenmead https://t.co/L8kVVdB8aq,['DUUUVAL'],1,0,"[User(username='TIAABankField', id=193836881, displayname='TIAA Bank Field', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SteelersPRBurt', id=1413085080, displayname='Burt Lauten', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Jaguars', id=59471027, displayname='Jacksonville Jaguars', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='steelers', id=19426729, displayname='Pittsburgh Steelers', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='KMartin1321', id=3181749718, displayname='Kristen Martin', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BillyDenmead', id=56485772, displayname='Billy Denmead', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,another amazing birthday celebration field thank enough fun time field always great time vs,0.9287,0.42500000000000004,1.3537,True
651,1561128949031354368,2022-08-20 23:12:00+00:00,JaguarsViews,Jaguars Vs. Steelers: 5 Things to Watch as Lawrence Battles Trubisky #JaguarsFootball #JagsNation #DTWD #Duval #DUUUVAL #JAX https://t.co/9I3akEpxd7,"['JaguarsFootball', 'JagsNation', 'DTWD', 'Duval', 'DUUUVAL', 'JAX']",0,0,,,jaguars vs steelers 5 things watch lawrence battles trubisky,-0.3818,0.0,-0.3818,False
652,1561128711344234504,2022-08-20 23:11:03+00:00,RealMBB,Josh Allen beating the shit out of the LT. So that's good. #Jaguars,['Jaguars'],1,0,,,josh allen beating shit lt thats good,-0.5719,0.24999999999999997,-0.32189999999999996,False
653,1561128577067786240,2022-08-20 23:10:31+00:00,NFLDraftSi,"Things we're looking for from The #Jags tonight:

🔸️Better tackling from 2nd team v run
🔸️More understanding of TE depth chart
🔸️Heavier workload for Etienne
🔸️Santoso to be perfect
🔸️Travon Walker to keep dominating

#PITvsJAX #Jaguars #DUUUVAL","['Jags', 'PITvsJAX', 'Jaguars', 'DUUUVAL']",2,0,,,things looking tonight better tackling 2nd team v run understanding te depth chart heavier workload etienne santoso perfect travon walker keep dominating,0.6597,0.5,1.1597,True
655,1561128324423974912,2022-08-20 23:09:31+00:00,ajsg,I ❤️ my #Jaguars... And I've been a #Steelers #1 fan since the '60's 😍 That Never goes away y'all 😃🙌🏽‼️#PITvsJAX #DUUUVAL https://t.co/hujJ0jjwjm,"['Jaguars', 'Steelers', 'PITvsJAX', 'DUUUVAL']",1,0,,,ive fan since 60s never goes away yall,0.3182,0.0,0.3182,True
662,1561127825364639746,2022-08-20 23:07:32+00:00,itrixy,RT @KDPomp: Are you ready for some @Steelers Football??  Tonight 7:00 @KDKA #Steelers #Jaguars 🏈🏈🏈. Roster spots on the line https://t.co/lMdk5LBDku,"['Steelers', 'Jaguars']",0,0,"[User(username='KDPomp', id=39885227, displayname='Bob Pompeani', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='steelers', id=19426729, displayname='Pittsburgh Steelers', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='KDKA', id=14085099, displayname='KDKA', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,rt ready football tonight 7 00 roster spots line,0.3612,0.2,0.5612,True
663,1561127805517193218,2022-08-20 23:07:27+00:00,powerofcheezits,Charlie Batch looks like he took a sharpie to his beard #Steelers #Jaguars #NFL,"['Steelers', 'Jaguars', 'NFL']",0,0,,,charlie batch looks like took sharpie beard,0.3612,0.0,0.3612,True
664,1561127757291180032,2022-08-20 23:07:16+00:00,DeMoeRoberson,I except to see some scuffles with George Pickens tonight. That bully play ain’t going to fly with the Jaguars DB’s. #Duuuval,['Duuuval'],4,0,,,except see scuffles george pickens tonight bully play going fly jaguars db,-0.2023,0.8,0.5977,True
665,1561127533222969345,2022-08-20 23:06:22+00:00,Demetrius82,"Former #Jaguars LB Myles Jack goes out as a captain for  the Steelers for the coin toss. 

Jax won the toss and chose to defer. They'll start on defense.",['Jaguars'],15,0,,,former lb myles jack goes captain steelers coin toss jax toss chose defer theyll start defense,-0.1779,0.0,-0.1779,False
666,1561127403581308934,2022-08-20 23:05:52+00:00,MissLindner,"@theresamlewis @MeTV Come watch the #Jaguars preseason game w me. @tracyfromjax are you watching the Jags, too?",['Jaguars'],4,0,"[User(username='theresamlewis', id=537858864, displayname='Theresa M. Lewis', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MeTV', id=226219425, displayname='MeTV', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='tracyfromjax', id=107767121, displayname='TracyFromJax ✌🏼☀️ 🌴 🦀 🐆😼', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,come watch preseason game w watching jags,0.0,-0.4,-0.4,False
667,1561127396648144897,2022-08-20 23:05:50+00:00,3ptCnvrsn,"Here are the Jacksonville #Jaguars inactive players for tonight's preseason game:

21 CB Darious Williams

25 RB James Robinson

33 LB Devin Lloyd 

73 OL Badara Traore

76 OL Will Richardson Jr.

#NFL #DUUUVAL #3ptcnvrsn https://t.co/HY3IBPFRlO","['Jaguars', 'NFL', 'DUUUVAL', '3ptcnvrsn']",0,1,,,jacksonville inactive players tonights preseason game 21 cb darious williams 25 rb james robinson 33 lb devin lloyd 73 ol badara traore 76 ol richardson jr,0.0,-0.4,-0.4,False
670,1561127297481986048,2022-08-20 23:05:26+00:00,UpdatenewsinfoC,"#NFL #NFLFootball #NFLonFOX #NFLonCBS #NFLonNBC #NFLlive #Jaguars #Steelers
Pittsburgh Steelers vs Jacksonville Jaguars Live NFL Preseason Week 2 Aug 20
https://t.co/3lw59JNN80","['NFL', 'NFLFootball', 'NFLonFOX', 'NFLonCBS', 'NFLonNBC', 'NFLlive', 'Jaguars', 'Steelers']",0,0,,,pittsburgh steelers vs jacksonville jaguars live nfl preseason week 2 aug 20,0.0,0.13636363636363635,0.13636363636363635,True
671,1561127265466982401,2022-08-20 23:05:19+00:00,drums_steven,ITS GAME TIME BAYBEE! GO JAGS! STEELERS SUCK! #Steelers #Jaguars #DUUUVAL #football #NFL #MaddenNFL23 #Madden23,"['Steelers', 'Jaguars', 'DUUUVAL', 'football', 'NFL', 'MaddenNFL23', 'Madden23']",1,0,,,game time baybee go jags steelers suck,-0.4404,-0.4,-0.8404,False
672,1561127086856839168,2022-08-20 23:04:36+00:00,Demetrius82,Pretty cool thing that @JustonLewis_ pointed out to me. #Jaguars showing the team walking down the tunnel just before the game: https://t.co/v9ikCZpFWI,['Jaguars'],36,1,"[User(username='JustonLewis_', id=176947288, displayname='Juston W. Lewis', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,pretty cool thing pointed showing team walking tunnel game,0.6705,0.06666666666666665,0.7371666666666666,True
673,1561126480733782016,2022-08-20 23:02:11+00:00,MissLindner,@BrentASJax @AllthingsFOX30 @ActionSportsJax @ESPN690Jax Got my hot cuppa tea in my teal #Jaguars teacup and I'm ready. It's game time! #DUUUVAL  @marycsquared https://t.co/yJ8FsN4iM9,"['Jaguars', 'DUUUVAL']",2,0,"[User(username='BrentASJax', id=1354817574, displayname='Brent Martineau', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AllthingsFOX30', id=57735773, displayname='All Things FOX30', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ActionSportsJax', id=35857042, displayname='BrentDanStuartMarcelAlivia', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ESPN690Jax', id=1059844111719645185, displayname='ESPN 690', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='marycsquared', id=64912254, displayname='marycsquared', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,got hot cuppa tea teal teacup im ready game time,0.3612,0.016666666666666663,0.3778666666666667,True
674,1561126439172333568,2022-08-20 23:02:02+00:00,jaxdotcom,"Let's give 'em a show! Trevor Lawrence prepares to play in the Jaguars' last preseason game in #duuuval this season. Jacksonville preps for the 2022 NFL season against the Pittsburgh Steelers.

📸: Corey Perrine
👀 more: https://t.co/uTC4fxdGj0 https://t.co/gu9BWIbt9A",['duuuval'],4,0,,,lets give em show trevor lawrence prepares play jaguars last preseason game season jacksonville preps 2022 nfl season pittsburgh steelers corey perrine,0.34,-0.2,0.14,True
676,1561125859561558016,2022-08-20 22:59:43+00:00,Jaguars,"You see this man coming at you full speed, wyd?

@44Ytw | #DUUUVAL https://t.co/nplSPOVcx9",['DUUUVAL'],113,15,"[User(username='44Ytw', id=1235650398331039746, displayname='Travon Walker', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,see man coming full speed wyd,0.0,0.35,0.35,True
678,1561124689187069953,2022-08-20 22:55:04+00:00,MainManPlan,We need good stuff tonight folks. Let's be elite #Jaguars,['Jaguars'],0,0,,,need good stuff tonight folks lets elite,0.4404,0.7,1.1404,True
680,1561124441458892815,2022-08-20 22:54:05+00:00,thehumidorchris,The Jags last home pre-season game. Any guesses on we are playing? #jaguars #duuval @ TIAA Bank Field https://t.co/4NlPDO28Lo,"['jaguars', 'duuval']",0,0,,,jags last home pre season game guesses playing tiaa bank field,0.2023,-0.2,0.0022999999999999965,True
683,1561122741327200256,2022-08-20 22:47:20+00:00,RealMBB,Myles Jack playing on that field tonight is gonna hit me straight in the feels. #Jaguars,['Jaguars'],0,0,,,myles jack playing field tonight gonna hit straight feels,0.4019,0.2,0.6019,True
686,1561122218536574979,2022-08-20 22:45:15+00:00,PghSteelersNow,"#Steelers Injury Updates: Eight Players, Including DL Cam Heyward, Not Dressed vs. #Jaguars.

https://t.co/qOr0x9Duzj","['Steelers', 'Jaguars']",9,3,,,injury updates eight players including dl cam heyward dressed vs,-0.4215,0.0,-0.4215,False
687,1561122175486238720,2022-08-20 22:45:05+00:00,btsteelcurtain,"#Steelers vs. #Jaguars, Preseason Week 2: First-half live updates, injury news and open thread  https://t.co/m0oBqbuRNp","['Steelers', 'Jaguars']",2,0,,,vs preseason week 2 first half live updates injury news open thread,-0.4215,0.054924242424242424,-0.36657575757575755,False
689,1561121808597897218,2022-08-20 22:43:38+00:00,OrdinaryMofo,It's completely pathetic for the away teams to always be louder than us in our own stadium..... Shits getting old #Jaguars #904 #dtwd #Duval,"['Jaguars', 'dtwd', 'Duval']",0,0,,,completely pathetic away teams always louder us stadium shits getting old,-0.796,-0.45,-1.246,False
694,1561120270420680707,2022-08-20 22:37:31+00:00,Demetrius82,#Jaguars left guard Ben Bartch is working as the starter in warmups as is Jawaan Taylor at right tackle.,['Jaguars'],20,0,,,left guard ben bartch working starter warmups jawaan taylor right tackle,0.2023,0.14285714285714285,0.34515714285714283,True
695,1561119483481264134,2022-08-20 22:34:23+00:00,a_johnsonFF,"Who would you pick from the #Jaguars? 

Stud:

Dud:

Value: https://t.co/5LYhj4yB9t",['Jaguars'],21,15,,,would pick stud dud value,0.1027,0.0,0.1027,True
698,1561117551572164609,2022-08-20 22:26:43+00:00,MissLindner,"@BrentASJax @AllthingsFOX30 Watching!!! So great to see #Jaguars football again. Love your button down shirt, btw. And you called it right about Pederson - he's definitely the right coach for us. #DUUUVAL #GoJags","['Jaguars', 'DUUUVAL', 'GoJags']",2,0,"[User(username='BrentASJax', id=1354817574, displayname='Brent Martineau', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AllthingsFOX30', id=57735773, displayname='All Things FOX30', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,watching great see football love button shirt btw called right pederson hes definitely right coach us,0.9001,0.46785714285714286,1.3679571428571429,True
701,1561115408685481986,2022-08-20 22:18:12+00:00,TheSoTG,The view from the office tonight as the @jaguars host the @Steelers for Preseason action @tiaabankfield #duuuval  #steelers @3ptCnvrsn https://t.co/OSY3j9yaFo,"['duuuval', 'steelers']",4,0,"[User(username='Jaguars', id=59471027, displayname='Jacksonville Jaguars', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='steelers', id=19426729, displayname='Pittsburgh Steelers', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TIAABankField', id=193836881, displayname='TIAA Bank Field', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='3ptCnvrsn', id=1660463137, displayname='The 3 Point Conversion', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-87.634643, latitude=24.396308)",view office tonight host preseason action,0.0,0.1,0.1,True
702,1561114798498127872,2022-08-20 22:15:46+00:00,Hula_Bowl,"Good Luck to #hulabowl player Nick Sciba today!! Preseason Game Week 2 Steelers vs Jaguars! Its gonna be a great game tonight!

#hulabowl #football #steelers #jaguars #nflfootball #saturday #saturdayvibes #gameday #footballweekend #steelerfans #jaguarfans https://t.co/hk8cg5iOdt","['hulabowl', 'hulabowl', 'football', 'steelers', 'jaguars', 'nflfootball', 'saturday', 'saturdayvibes', 'gameday', 'footballweekend', 'steelerfans', 'jaguarfans']",7,3,,,good luck player nick sciba today preseason game week 2 steelers vs jaguars gonna great game tonight,0.875,0.17500000000000002,1.05,True
703,1561114335539232769,2022-08-20 22:13:56+00:00,ChrisPorterFCN,"The following players will not play in tonight’s game: 
21 CB Darious Williams
25 RB James Robinson
33 LB Devin Lloyd 
73 OL Badara Traore
76 OL Will Richardson Jr. 

#JAGUARS #dtwd @FCN2go","['JAGUARS', 'dtwd']",3,0,"[User(username='FCN2go', id=18736950, displayname='First Coast News', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,following players play tonight game 21 cb darious williams 25 rb james robinson 33 lb devin lloyd 73 ol badara traore 76 ol richardson jr,0.34,-0.2,0.14,True
