,ID,Date,User,Tweet,HashTags,Likes,Retweets,MentionUsers,LocationCoordinates,clean_Tweet,NLTK_Sentiment_Analysis,TextBlob_Sentiment_Analysis,Compound_Sentiment_Score,Positive_Sentiment
1222,1558621197935468550,2022-08-14 01:07:06+00:00,AjFreeman25,"1. I thought Fields played a solid game considering the circumstances. Like I saw in practice, he's getting the ball out faster and going through progressions more efficiently in the pocket. Flashed some special throws to Mooney/Sharpe. Gotta keep building off of it. #Bears 2/8",['Bears'],7,1,,,1 thought fields played solid game considering circumstances like saw practice hes getting ball faster going progressions efficiently pocket flashed special throws mooney sharpe gotta keep building 2 8,0.872,-0.01428571428571429,0.8577142857142857,True
1223,1558621196631023617,2022-08-14 01:07:05+00:00,AjFreeman25,"Just got done watching the #Bears first preseason game. I try not to put too much stock in the preseason cause ultimately 90% of it isn't translateable to the regular season, but here are my main takeaways (continued in the THREAD) 1/8",['Bears'],16,1,,,got done watching first preseason game try put much stock preseason cause ultimately 90 isnt translateable regular season main takeaways continued thread 1 8,0.0,0.03611111111111111,0.03611111111111111,True
1224,1558621016162799618,2022-08-14 01:06:22+00:00,sunmoonrise31,"Could become a long long season for my favorite QB and if signs point right it will not be his fault for most of the time.

What a waste of talent in case you let your young QB stand in the hitting rain.

#Bears https://t.co/w4EUjDNWRp",['Bears'],0,0,,,could become long long season favorite qb signs point right fault time waste talent case let young qb stand hitting rain,0.0772,0.09761904761904762,0.17481904761904762,True
1225,1558620190585360386,2022-08-14 01:03:05+00:00,bluegrasskings,Nice catch @dmainy_13 see on 4thb&amp; 2 💪 we need to keep him around to that's why @NkealHarry15  &amp; @DmoeSwagg23 is on pup! It slows us to keep 2 &amp; them at the same dam time. Usually that happens where a few guys go on pup so we can keep erbody @RyanPolesBears #bears,['bears'],0,0,"[User(username='dmainy_13', id=290802699, displayname='dante', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='NkealHarry15', id=855641011, displayname='Keal', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='DmoeSwagg23', id=984865986, displayname='David Moore-The_OVO_Duke™', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RyanPolesBears', id=1387482877030551559, displayname='Ryan Poles', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,nice catch see 4thb amp 2 need keep around thats amp pup slows us keep 2 amp dam time usually happens guys go pup keep erbody,0.4215,0.175,0.5965,True
1226,1558620169890570245,2022-08-14 01:03:00+00:00,BearsViews,"Roquan Smith works out at Soldier Field, doesn't play #Bears #ChicagoBears #BearsNation #DaBears https://t.co/9BK4vhi7u6","['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,1,,,roquan smith works soldier field doesnt play,-0.2584,0.0,-0.2584,False
1227,1558620065347641344,2022-08-14 01:02:35+00:00,illini3sc,This is a playing surface at the highest level of football. It’s no wonder the #Bears want to move. https://t.co/LdXN9gwIth,['Bears'],0,0,,,playing surface highest level football wonder want move,0.2732,0.0,0.2732,True
1228,1558619852620939264,2022-08-14 01:01:45+00:00,ZadenZane,"🐻🍯非常識な蜂蜜🍯🐻
This is a wild bees' nest. The giant black Himalayan honeybees are famous for making neurotoxic and hallucinogenic ""mad honey"" from local rhododendron flowers
#madhoney #bears #bearcub #bees #honey #rhododendron

More on mad honey bees https://t.co/9CzPDMPocZ https://t.co/bFzbb1AFW7","['madhoney', 'bears', 'bearcub', 'bees', 'honey', 'rhododendron']",1,0,,,wild bees nest giant black himalayan honeybees famous making neurotoxic hallucinogenic mad honey local rhododendron flowers mad honey bees,-0.7506,-0.11666666666666667,-0.8672666666666667,False
1229,1558618924144640000,2022-08-14 00:58:03+00:00,suntimes_sports,"Progress but no points for #Bears QB Justin Fields, who watches Patrick Mahomes cruise in preseason opener, by @JasonLieser - https://t.co/HLlgbcvNi7 https://t.co/sQCppPIJmu",['Bears'],1,0,"[User(username='JasonLieser', id=56767252, displayname='Jason Lieser', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,progress points qb justin fields watches patrick mahomes cruise preseason opener,0.4215,0.0,0.4215,True
1230,1558618418651320320,2022-08-14 00:56:03+00:00,QHALE21,I really wish the #Bears would’ve drafted George Pickens my god,['Bears'],4,0,,,really wish would drafted george pickens god,0.624,0.2,0.8240000000000001,True
1231,1558617905973051394,2022-08-14 00:54:01+00:00,wiltfongjr,"On the Justin Fields slide where the K.C. defensive back hit him in the head, both o-linemen Larry Borom and Michael Schofield had a few words with the defender. #Bears",['Bears'],118,9,,,justin fields slide k c defensive back hit head linemen larry borom michael schofield words defender,0.128,0.0,0.128,True
1232,1558617405756264453,2022-08-14 00:52:01+00:00,BearsViews,Bears vs. Chiefs: Matt Nagy greets former players at Soldier Field #Bears #ChicagoBears #BearsNation #DaBears https://t.co/pFotcnraug,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,0,,,bears vs chiefs matt nagy greets former players soldier field,0.1531,0.0,0.1531,True
1233,1558617200734388226,2022-08-14 00:51:13+00:00,sean_hammond,Rookie safety Jaquan Brisker shines in #Bears’ preseason win over Chiefs https://t.co/0moqDvgS4V,['Bears'],4,0,,,rookie safety jaquan brisker shines preseason win chiefs,0.765,0.8,1.565,True
1234,1558616244693213186,2022-08-14 00:47:25+00:00,bluegrasskings,Mic pic @JackSanborn79 😉its exactly what you was doing in ya videos on YouTube in college💪 U @BUrlacher54 partc2 big dawg so study him as much as you can! I'm on my bad up phone but ill send his vids fa ya &amp; @csnoww3 caused dat pic by bringing pressure making him hurry #bears,['bears'],0,0,"[User(username='JackSanborn79', id=4207538719, displayname='Jack Sanborn', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BUrlacher54', id=370706157, displayname='Brian Urlacher', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='csnoww3', id=524772505, displayname='Charles Snowden III', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,mic pic exactly ya videos youtube college u partc2 big dawg study much im bad phone ill send vids fa ya amp caused dat pic bringing pressure making hurry,-0.8176,-0.23749999999999996,-1.0551,False
1236,1558616195401670671,2022-08-14 00:47:13+00:00,StarkyLuv73,"I just saw some idiot say that Tristan Ebner is ""the best pass-catching back that we have.""

I mean the disrespect of David Montgomery has reached critical levels.

#Bears",['Bears'],4,1,,,saw idiot say tristan ebner best pass catching back mean disrespect david montgomery reached critical levels,-0.4215,0.08124999999999999,-0.34025,False
1237,1558615637068550151,2022-08-14 00:45:00+00:00,Hub_Arkush,"Catch up on what you missed from the #Bears first preseason game:

• What we saw from Justin Fields
• Roquan makes an appearance
• Brisker, Sanborn shine
• The field conditions were not great https://t.co/eQIuum8Ux0",['Bears'],2,0,,,catch missed first preseason game saw justin fields roquan makes appearance brisker sanborn shine field conditions great,0.4404,0.21666666666666667,0.6570666666666667,True
1238,1558615386228154368,2022-08-14 00:44:00+00:00,bluegrasskings,Feels good don't it knowing you on the team &amp; you from Chicago &amp; we balled &amp; looked good &amp; our coaches is the best in the business 😉😂😂😂 @DewTreadway18 &amp; our daily .🖖ets #bears https://t.co/C0wcEeCsnO,['bears'],0,0,"[User(username='DewTreadway18', id=1419505418, displayname='Micah Dew-Treadway', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,feels good dont knowing team amp chicago amp balled amp looked good amp coaches best business amp daily ets,0.875,0.6,1.475,True
1240,1558614759280353288,2022-08-14 00:41:30+00:00,Slick_Lopez,@Dejan_Kovacevic Khan needs to call #Bears about LB Smith ? Oline was neglected in draft &amp; IT SHOWS,['Bears'],8,0,"[User(username='Dejan_Kovacevic', id=51674513, displayname='Dejan Kovacevic', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-80.764486, latitude=35.081194)",khan needs call lb smith oline neglected draft amp shows,-0.5267,0.0,-0.5267,False
1241,1558614733796028416,2022-08-14 00:41:24+00:00,StarkyLuv73,"That Sanborn kid looked pretty good, yes?

#Bears",['Bears'],0,0,,,sanborn kid looked pretty good yes,0.8316,0.475,1.3066,True
1242,1558614697280159745,2022-08-14 00:41:16+00:00,jacobinfante24,"The #Bears have a weakness at LB outside of Roquan Smith, so it would be a great ROI if Jack Sanborn can even be good depth, let alone become a starter.

He looked great today, and with the current depth chart, he has a path to get some serious reps for this defense.",['Bears'],413,14,,,weakness lb outside roquan smith would great roi jack sanborn even good depth let alone become starter looked great today current depth chart path get serious reps defense,0.8176,0.3277777777777778,1.1453777777777778,True
1245,1558614572717805568,2022-08-14 00:40:46+00:00,bluegrasskings,Buy WHEN quan wants his its a problem @RyanPolesBears &amp; quan gotta @raylewis stay where they're the only 2 to ever do it! &amp; he gone play better in this scheme &amp; out play his 20 &amp; them otha Lab's! Dey been hat in on him is why feel he deserve what he wants poles. #bears SuperBowl https://t.co/XjXaZHH2WY,['bears'],0,0,"[User(username='RyanPolesBears', id=1387482877030551559, displayname='Ryan Poles', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='raylewis', id=2871367661, displayname='Ray Lewis', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,buy quan wants problem amp quan gotta stay theyre 2 ever amp gone play better scheme amp play 20 amp otha labs dey hat feel deserve wants poles superbowl,0.6124,0.3,0.9124000000000001,True
1247,1558613322798440456,2022-08-14 00:35:48+00:00,lcm1986,"#DaBears handed Matt Nagy yet ANOTHER loss at Soldier Field. 

Saturday’s notes from the preseason opener at @BN_Bears - https://t.co/1Cxcv3dU6F https://t.co/IXmJmpy25l",['DaBears'],3,1,"[User(username='BN_Bears', id=813867916810747906, displayname='Bleacher Nation Bears', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,handed matt nagy yet another loss soldier field saturday notes preseason opener,-0.3182,0.0,-0.3182,False
1248,1558612894152937473,2022-08-14 00:34:06+00:00,JordanTSilveira,"You can love Kyler Gordon &amp; Jaquan Brisker as Chicago #Bears....little secret....SO DO I!!!

Still, there's no way I won't question the process and always wonder what if Justin Fields had this utter monster, savage &amp; mutant at X

This dude &amp; Mooney? Woah!
https://t.co/OODmRUJ6CK",['Bears'],12,1,,,love kyler gordon amp jaquan brisker chicago little secret still theres way wont question process always wonder justin fields utter monster savage amp mutant x dude amp mooney woah,0.296,-0.021875000000000006,0.27412499999999995,True
1249,1558611863964983296,2022-08-14 00:30:00+00:00,BearsViews,Soldier Field in rough shape ahead of Bears’ preseason opener #Bears #ChicagoBears #BearsNation #DaBears https://t.co/3PI2AxFSbV,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,0,,,soldier field rough shape ahead bears preseason opener,0.0,-0.1,-0.1,False
1250,1558609924690788352,2022-08-14 00:22:18+00:00,bluegrasskings,@khyiristonga 💪when @RyanPolesBears was gone give big dude that money I was like it must really be a need forget 3 tech🤔when I feel U &amp; @ablackson_nfl can split that money😂 &amp; @TheBeastPennel just showed why poles &amp; pace had him on the team 💪 #bears pay when poles &amp; keep da✌ https://t.co/FRsRnRjLUu,['bears'],0,0,"[User(username='khyiristonga', id=2300564156, displayname='Khyiris Tonga', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RyanPolesBears', id=1387482877030551559, displayname='Ryan Poles', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ablackson_nfl', id=1387092192993464320, displayname='Angelo Blackson', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TheBeastPennel', id=3794499027, displayname='Mike Pennel', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,gone give big dude money like must really need forget 3 tech feel u amp split money amp showed poles amp pace team pay poles amp keep da,-0.0202,0.1,0.07980000000000001,True
1254,1558608732078034945,2022-08-14 00:17:33+00:00,LarryMayer,Sanborn was among several rookies who made impact plays in #Bears’ 19-14 preseason-opening win over Chiefs. https://t.co/GIcnk9a9XE,['Bears'],24,2,,,sanborn among several rookies made impact plays 19 14 preseason opening win chiefs,0.7003,0.4,1.1003,True
1255,1558608651979554817,2022-08-14 00:17:14+00:00,AaronCurrent,"My biggest takeaways from the preseason game today
1) Braxton Jones could be a dude
2) Tajae Sharpe is making it hard to cut him
3) if you planned on stashing jack Sanborn on the PS he might not clear waivers #Bears #Preseason","['Bears', 'Preseason']",5,0,,,biggest takeaways preseason game today 1 braxton jones could dude 2 tajae sharpe making hard cut 3 planned stashing jack sanborn ps might clear waivers,0.0258,-0.19722222222222222,-0.17142222222222223,False
1256,1558607155846168578,2022-08-14 00:11:18+00:00,Jerome813,"I know it's just a preseason game, but how 'bout them #Bears, tho?!
😁😤🐻⬇️
#DaBears
#BearsTalk
#BearsFam
#ClubDub
#BirthdayWin https://t.co/cQA9tYFu7j","['Bears', 'DaBears', 'BearsTalk', 'BearsFam', 'ClubDub', 'BirthdayWin']",0,0,,,know preseason game bout tho,0.0,-0.4,-0.4,False
1257,1558607150758477824,2022-08-14 00:11:16+00:00,WJOB_JEDtv,"Just how much is Khalil Mack double-teamed? @DannyMac2021 weighs in from a scholastic standpoint. #Bears #BearDown

Watch the full show on demand:
https://t.co/njShc2iJXO https://t.co/97M7KM6kUN","['Bears', 'BearDown']",1,0,,,much khalil mack double teamed weighs scholastic standpoint watch full show demand,-0.128,0.18333333333333335,0.055333333333333345,True
1258,1558606748814118919,2022-08-14 00:09:41+00:00,jacobinfante24,"Great day for rookie punters. Trenton Gill had fantastic touch behind his punts for the #Bears.

And then there’s this insane punt from Matt Araiza? No clue how he fell to Round 6. Best leg I’ve ever seen. https://t.co/m4OWyUbQjd",['Bears'],48,3,,,great day rookie punters trenton gill fantastic touch behind punts insane punt matt araiza clue fell round 6 best leg ever seen,0.8807,0.10000000000000002,0.9807,True
1259,1558606383708356608,2022-08-14 00:08:14+00:00,bears_lets,Hey.. I wanted this guy but the maturity issues scared me at Georgia it’s why I wanted Watson over him. 😭 #Bears #BearsNation https://t.co/I8WdmMSmRp,"['Bears', 'BearsNation']",0,0,,,hey wanted guy maturity issues scared georgia wanted watson,-0.4404,0.0,-0.4404,False
1260,1558606326607011841,2022-08-14 00:08:00+00:00,BearsViews,Bears vs Chiefs: Live updates and open thread #BearsFootball #BearsTalk #DaBears #BearDown #BearsFans https://t.co/CWYarv1IDk,"['BearsFootball', 'BearsTalk', 'DaBears', 'BearDown', 'BearsFans']",0,0,,,bears vs chiefs live updates open thread,0.0,0.06818181818181818,0.06818181818181818,True
1261,1558605917805068288,2022-08-14 00:06:22+00:00,bluegrasskings,Yeaaaah mane @dazznewsome05 just like I figured 😉💪 we loaded at wr for the haters that thought we wasn't 🤗 @tajaesharpe plus the ttop 4! @NkealHarry15 @DeandreMooreJr is tucd in the cut &amp; @Kevybo_ @1z0__ ext p squad #bears https://t.co/S3OKWJq08d,['bears'],1,0,"[User(username='dazznewsome05', id=2737370572, displayname='Dazz Newsome', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='tajaesharpe', id=313005431, displayname='Show', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='NkealHarry15', id=855641011, displayname='Keal', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='DeandreMooreJr', id=721975390516817920, displayname='ᴅᴍᴏ.', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Kevybo_', id=575878373, displayname='Kevin Shaa', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='1z0__', id=2445910502, displayname='zay coulter', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,yeaaaah mane like figured loaded wr haters thought wasnt plus ttop 4 tucd cut amp ext p squad,-0.4215,0.0,-0.4215,False
1263,1558603978593783808,2022-08-13 23:58:40+00:00,beardown5176,I say if roquan smith don’t wanna be here.We Trade him to the #steeler for pickens and like a 1st #bears,"['steeler', 'bears']",4,0,,,say roquan smith wanna trade pickens like 1st,0.3612,0.0,0.3612,True
1264,1558603877989191681,2022-08-13 23:58:16+00:00,jbchoknows,"Everyone knows how much I was lobbying for my Bears to draft Pickens, especially when he fell right into our laps… especially with the need to give our young QB Fields some help. Nope… Now we get to watch him blossom on another team… #DaBears https://t.co/tc6mMiDQfS",['DaBears'],5,0,,,everyone knows much lobbying bears draft pickens especially fell right laps especially need give young qb fields help nope get watch blossom another team,0.34,0.11714285714285715,0.4571428571428572,True
1265,1558603837115703296,2022-08-13 23:58:06+00:00,DaBearsDidWhat,I don’t think I’ve seen a more NFL-ready rookie Safety since Minkah Fitzpatrick. Da #Bears have a good one! #ChicagoBears https://t.co/QEMxqM9IWA,"['Bears', 'ChicagoBears']",0,0,,,think seen nfl ready rookie safety since minkah fitzpatrick da good one,0.802,0.44999999999999996,1.252,True
1266,1558603619632562176,2022-08-13 23:57:15+00:00,BruceEdmunds,"@letsgochibears Let’s play a game 

#Packers wide receivers will have better statistics as a group than the #Bears wide receivers.","['Packers', 'Bears']",1,0,"[User(username='letsgochibears', id=1396613726476906497, displayname='Lets go Bears', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-106.634874, latitude=31.6206683)",let play game wide receivers better statistics group wide receivers,0.6486,-0.025,0.6235999999999999,True
1268,1558601733902929920,2022-08-13 23:49:45+00:00,HamishScotBear,"https://t.co/3bD3ydqXV5

#Learning #Animals #Bears #Careers #CareersAdvice #Comedy #Cute #Funny #Jobs #Laugh #Lol #StuffedAnimals #Teddy #TeddyBear #Toys

Ground Control To Major Freddy - You cant be a racing car driver!","['Learning', 'Animals', 'Bears', 'Careers', 'CareersAdvice', 'Comedy', 'Cute', 'Funny', 'Jobs', 'Laugh', 'Lol', 'StuffedAnimals', 'Teddy', 'TeddyBear', 'Toys']",0,1,,,ground control major freddy cant racing car driver,0.0,0.0625,0.0625,True
1271,1558600779354742788,2022-08-13 23:45:57+00:00,Slick_Lopez,@CarterCritiques call the #Bears see what they want for R. Smith,['Bears'],10,0,"[User(username='CarterCritiques', id=139623716, displayname='Christopher Carter', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,call see want r smith,0.0772,0.0,0.0772,True
1272,1558600495647887360,2022-08-13 23:44:50+00:00,BearsNationCHI,"Preseason Game 1 is in the books for the #Bears.
 
Let’s look at 5️⃣ takeaways from the rookies. 👇

#NFLPreseason | #DaBears 

https://t.co/6gwCaq94am","['Bears', 'NFLPreseason', 'DaBears']",13,3,,,preseason game 1 books let look 5 takeaways rookies,0.0,-0.4,-0.4,False
1273,1558600343591723008,2022-08-13 23:44:13+00:00,chicagosportshq,ICYMI: #Bears kick off preseason with win over Chiefs https://t.co/6w704jVM6D,['Bears'],0,0,,,icymi kick preseason win chiefs,0.5859,0.8,1.3859,True
1274,1558600343168188416,2022-08-13 23:44:13+00:00,dabearshq,ICYMI: #Bears kick off preseason with win over Chiefs https://t.co/Us6Uqz6gZE,['Bears'],0,0,,,icymi kick preseason win chiefs,0.5859,0.8,1.3859,True
1275,1558600286079537153,2022-08-13 23:44:00+00:00,bears_insider,"#Bears update from Soldier Field:

• What we saw from Justin Fields
• Roquan makes an appearance
• Brisker, Sanborn shine
• The field conditions were not great https://t.co/pdJJGw6U34",['Bears'],2,0,,,update soldier field saw justin fields roquan makes appearance brisker sanborn shine field conditions great,0.6249,0.8,1.4249,True
1276,1558599564709486593,2022-08-13 23:41:08+00:00,jacobinfante24,"I’m now choosing to look at George Pickens playing well as a positive.

So far, I feel pretty warranted in wanting him on the #Bears so much! (Yes, I like Jaquan and Kyler too. Shut up) https://t.co/PDRKnYUWz2",['Bears'],329,8,,,choosing look george pickens playing well positive far feel pretty warranted wanting much yes like jaquan kyler shut,0.9313,0.19431818181818183,1.1256181818181819,True
1277,1558599474934693889,2022-08-13 23:40:46+00:00,The10minuteman,I love Jaquan Brisker for the #Bears but the fact that fans have to watch Pickens ball out and we skipped him with both picks will haunt this franchise #SteelersNation,"['Bears', 'SteelersNation']",0,0,,,love jaquan brisker fact fans watch pickens ball skipped picks haunt franchise,0.3612,0.5,0.8612,True
1279,1558599289995030529,2022-08-13 23:40:02+00:00,dailyherald,"The #Bears played without players like TE Cole Kmet and RB David Montgomery, but they had some good plays in the preseason win. https://t.co/scRfl5Y4Tr",['Bears'],0,0,,,played without players like te cole kmet rb david montgomery good plays preseason win,0.8398,0.75,1.5897999999999999,True
1280,1558598022640148481,2022-08-13 23:35:00+00:00,BearsViews,Soldier Field grass in rough shape before Bears’ preseason opener #Bears #ChicagoBears #BearsNation #DaBears https://t.co/ICQ6U3Cljw,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,0,,,soldier field grass rough shape bears preseason opener,0.0,-0.1,-0.1,False
1281,1558597852166766600,2022-08-13 23:34:19+00:00,B_Willijax,#Bears fans looking for things to be upset about after a preseason game against a top team from the AFC’s first team is annoying. Enjoy what we saw and the flashes of potential some of our players showed without being overly critical of the results.,['Bears'],0,0,,,fans looking things upset preseason game top team afc first team annoying enjoy saw flashes potential players showed without overly critical results,0.1685,-0.00714285714285715,0.16135714285714287,True
1282,1558597789902376960,2022-08-13 23:34:05+00:00,BobDeLacyJr,BEARS WIN today in preseason against Chiefs 19-14. 👍 #Bears. https://t.co/la8AuOygo8,['Bears'],0,0,,,bears win today preseason chiefs 19 14,0.5859,0.8,1.3859,True
1283,1558597366537912321,2022-08-13 23:32:24+00:00,RbrucegrpR,"Wordle 421 3/6*
⬜⬜🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩 #dailywordleclub #Wordle421 

📷 Before Oz, I lived 10 min from Alligator River NWR in coastal NC in the USA where American Black Bears lived
My 2nd book ""More Australian Birding Tales"" next month by @JB_Publishing
 #birding #bears https://t.co/MCKzJueg3z","['dailywordleclub', 'Wordle421', 'birding', 'bears']",9,0,"[User(username='JB_Publishing', id=1111253175053570048, displayname='John Beaufoy Publishing', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,wordle 421 3 6 oz lived 10 min alligator river nwr coastal nc usa american black bears lived 2nd book australian birding tales next month,0.0,-0.03333333333333333,-0.03333333333333333,False
1285,1558596017959960582,2022-08-13 23:27:02+00:00,Scott_Spratt,"Dangerously cold conditions forced a 1932 #Bears game to be played indoors on a field that was just 80 x 45 yards.  By length, that is just 6.7 Canyoneros https://t.co/5xD3eC3bMB https://t.co/iQrQ2XHOXQ",['Bears'],6,0,,,dangerously cold conditions forced 1932 game played indoors field 80 x 45 yards length 6 7 canyoneros,-0.5574,-0.43333333333333335,-0.9907333333333334,False
